rmse_log,mse_log,mae_log,r2_log,rmse_real,mse_real,mae_real,r2_real
0.09433957124729837,0.008899954703124085,0.0606545002984272,0.9416176035577916,20643.84350952937,426168274.84593797,11056.820272547535,0.9285498071587526
