rmse_log,mse_log,mae_log,r2_log,rmse_real,mse_real,mae_real,r2_real
0.11307623411355457,0.012786234721303401,0.07744931850150925,0.9161241770994373,24899.36248344699,619978252.0820874,14118.933265303463,0.8960561630622118
