rmse_log,mse_log,mae_log,r2_log,rmse_real,mse_real,mae_real,r2_real
0.1461506777328072,0.021360020601758865,0.1031480921485695,0.8598814002561289,30825.796748602774,950229745.1861694,18784.173922895072,0.8406871122408506
