rmse_log,mse_log,mae_log,r2_log,rmse_real,mse_real,mae_real,r2_real
0.0422540690772802,0.0017854063535875668,0.02530542254648782,0.9882879963974426,9534.91823591121,90914665.76551211,4683.096080987547,0.9847574988931503
