rmse_log,mse_log,mae_log,r2_log,rmse_real,mse_real,mae_real,r2_real
0.11908523677371102,0.014181293617450816,0.08099132124758361,0.9069727955192008,26962.624175443572,726983102.4262142,14806.15449113092,0.878116026164878
