rmse_log,mse_log,mae_log,r2_log,rmse_real,mse_real,mae_real,r2_real
0.14969487125957384,0.022408554481420387,0.11131837205989487,0.8530031719181804,26669.229768224468,711247816.4303501,19027.367851012114,0.880754160641742
