rmse_mean,mse_mean,mae_mean,r2_mean,rmse_real,mae_real,r2_real
0.1568804609400624,0.025661942637630015,0.09222111123691429,0.8357476751244615,18285.565636485757,11641.215153211811,0.9439418079558423
