rmse_log,mse_log,mae_log,r2_log,rmse_real,mse_real,mae_real,r2_real
0.09844225278229089,0.009690877132852459,0.07127112142371929,0.9364292685170269,19882.948534924333,395331642.4424497,12807.700872503896,0.9337197915565831
