rmse_log,mse_log,mae_log,r2_log,rmse_real,mse_real,mae_real,r2_real
0.07856364327600499,0.006172246044799363,0.05733193846362448,0.9595109719603586,14982.936707530562,224488392.38186672,10200.874197345891,0.9623628977729408
